time,pp,,iterativeDT,,,,,,,,,,,
0,0,,0,0,,,,,,,,,,
0.01,-789.81872415227,,0.01,-184.29102711946,,,,,,,,,time,pp
0.02,-705.15154848492,,0.03,-144.38238193329,,,,,,,,,0,0
0.03,-618.78165907766,,0.07,-65.354231633807,,,,,,,,,0.01,-184.29101865394
0.04,-531.90941769795,,0.15,35.949085225616,,,,,,,,,0.02,-164.53534595681
0.05,-445.72977476799,,0.31,-68.747904349906,,,,,,,,,0.03,-144.38237321665
0.06,-361.41362163976,,0.63,223.9662729593,,,,,,,,,0.04,-124.11218481927
0.07,-280.08956853773,,1.27,169.01047503827,,,,,,,,,0.05,-104.00360251463
0.08,-202.82643470377,,2,-3.1523135892267,,,,,,,,,0.06,-84.329834280921
0.09,-130.61672586902,,,,,,,,,,,,0.07,-65.354222510516
0.1,-64.361358433027,,,,,,,,,,,,0.08,-47.326158375858
0.11,-4.8558698998989,,,,,,,,,,,,0.09,-30.47722657117
0.12,47.221668481914,,,,,,,,,,,,0.1,-15.017640952189
0.13,91.320847932022,,,,,,,,,,,,0.11,-1.1330269689915
0.14,127.02706823452,,,,,,,,,,,,0.12,11.018398720376
0.15,154.06750722574,,,,,,,,,,,,0.13,21.308207368363
0.16,172.31482164353,,,,,,,,,,,,0.14,29.639658895749
0.17,181.78852321387,,,,,,,,,,,,0.15,35.949094773776
0.18,182.65401063292,,,,,,,,,,,,0.16,40.206801556855
0.19,175.21927518024,,,,,,,,,,,,0.17,42.417331970152
0.2,159.92933448759,,,,,,,,,,,,0.18,42.417331970152
0.21,137.35848490602,,,,,,,,,,,,0.19,40.682560329063
0.22,108.20049739546,,,,,,,,,,,,0.2,37.114907434213
0.23,73.256914362229,,,,,,,,,,,,0.21,31.848375780781
0.24,33.42363487628,,,,,,,,,,,,0.22,25.044845275767
0.25,-10.323997259734,,,,,,,,,,,,0.23,16.891342498329
0.26,-56.947364471698,,,,,,,,,,,,0.24,7.5969105820307
0.27,-105.36174740856,,,,,,,,,,,,0.25,-2.6108702374108
0.28,-154.45422417438,,,,,,,,,,,,0.26,-13.489655847925
0.29,-203.10201153319,,,,,,,,,,,,0.27,-24.786345060998
0.3,-250.19095586348,,,,,,,,,,,,0.28,-36.241256099943
0.31,-294.63387930067,,,,,,,,,,,,0.29,-47.592406214698
0.32,-335.38848882514,,,,,,,,,,,,0.3,-58.579826237719
0.33,-371.47456299181,,,,,,,,,,,,0.31,-68.94984134994
0.34,-401.99014244756,,,,,,,,,,,,0.32,-78.459249866893
0.35,-426.12646616212,,,,,,,,,,,,0.33,-86.8793334742
0.36,-443.18141515856,,,,,,,,,,,,0.34,-93.999635013273
0.37,-452.57124915699,,,,,,,,,,,,0.35,-99.631443600021
0.38,-453.84044856727,,,,,,,,,,,,0.36,-103.61093149343
0.39,-446.66950425577,,,,,,,,,,,,0.37,-105.80189264405
0.4,-430.88052999555,,,,,,,,,,,,0.38,-105.80189264405
0.41,-406.44060697444,,,,,,,,,,,,0.39,-104.1286723919
0.42,-373.46280563888,,,,,,,,,,,,0.4,-100.44457858304
0.43,-332.20486692491,,,,,,,,,,,,0.41,-94.741930148524
0.44,-283.06556199187,,,,,,,,,,,,0.42,-87.047110172163
0.45,-226.57878634366,,,,,,,,,,,,0.43,-77.42025817868
0.46,-163.40548011592,,,,,,,,,,,,0.44,-65.954420739622
0.47,-94.323500759716,,,,,,,,,,,,0.45,-52.774173436781
0.48,-20.215606817544,,,,,,,,,,,,0.46,-38.033735597987
0.49,57.944258545222,,,,,,,,,,,,0.47,-21.914607258921
0.5,139.1061685956,,,,,,,,,,,,0.48,-4.6227653798633
0.51,222.16065942071,,,,,,,,,,,,0.49,13.614536661403
0.52,305.95616256849,,,,,,,,,,,,0.5,32.552315980501
0.53,389.31714912184,,,,,,,,,,,,0.51,51.931697675316
0.54,471.06269897974,,,,,,,,,,,,0.52,71.483982441048
0.55,550.02520222676,,,,,,,,,,,,0.53,90.934880186962
0.56,625.0688972038,,,,,,,,,,,,0.54,110.00884286872
0.57,695.10795228447,,,,,,,,,,,,0.55,128.433428142
0.58,759.12380537668,,,,,,,,,,,,0.56,145.94362491356
0.59,816.18148669737,,,,,,,,,,,,0.57,162.28607242436
0.6,865.44466622862,,,,,,,,,,,,0.58,177.22310613543
0.61,906.18918720719,,,,,,,,,,,,0.59,190.53656637798
0.62,937.81487071155,,,,,,,,,,,,0.6,202.03130942921
0.63,959.85540351859,,,,,,,,,,,,0.61,211.53836532932
0.64,971.986151479,,,,,,,,,,,,0.62,218.91769228772
0.65,974.02977323187,,,,,,,,,,,,0.63,224.06048385194
0.66,965.95954363307,,,,,,,,,,,,0.64,226.89099203034
0.67,947.90033226271,,,,,,,,,,,,0.65,226.89099203034
0.68,920.12721923917,,,,,,,,,,,,0.66,225.00793824508
0.69,883.06176771777,,,,,,,,,,,,0.67,220.79412179266
0.7,837.26600930797,,,,,,,,,,,,0.68,214.31372805818
0.71,783.43423462116,,,,,,,,,,,,0.69,205.66512181217
0.72,722.38271569612,,,,,,,,,,,,0.7,194.97944380609
0.73,655.03751959563,,,,,,,,,,,,0.71,182.41869523111
0.74,582.4206025136,,,,,,,,,,,,0.72,168.1733396147
0.75,505.63440080264,,,,,,,,,,,,0.73,152.45945932371
0.76,425.84515900145,,,,,,,,,,,,0.74,135.51551085325
0.77,344.2652548363,,,,,,,,,,,,0.75,117.5987293971
0.78,262.13479697715,,,,,,,,,,,,0.76,98.981238718536
